Titre,Tag,Auteur,Date,Filename,Dossier,SousDossier,Rubrique
GROUPE D'INTRODUCTION À LA PSYCHANALYSE 2020-2021,Collège des enseignements,VANDERMERSCH Bernard,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_2021_Le GIP.pdf,,,Enseignements
LE COLLÈGE DE L'ALI 2020-2021,Collège des enseignements,LANDMAN Claude,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_2021_LE COLLEGE DE LALI.pdf,,,Enseignements
LES CARTELS DE L'ALI,Collège des enseignements,"LAZNIK Marie-Christine,PITAVY Thatyana",24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_2021_Les cartels de l'ALi (3).pdf,,,Enseignements
LIVRET DES ENSEIGNEMENTS 2020-2021 DE L'ALI,Collège des enseignements,COLLECTIF,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\ALI_livret-20-21_24-07-20_bassedef.pdf,,,Enseignements
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 27,Archives séminaires d’été,DARMON Marc,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L 27 ACCORD M. Darmon 30_06_2020.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 19,Archives séminaires d’été,DARMON Marc,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L 19 ACCORD M. DARMON  02_06_2020.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 23,Archives séminaires d’été,NUSINOVICI Valentin,24/07/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL L23 ACCORD V. NUSINOVICI, 30_06_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 21,Archives séminaires d’été,VIDEAU Anne,24/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL TXT Accord A. Videau L 21 16_06_2020-2.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 12,Archives séminaires d’été,MARCHAL Pierre,21/07/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0204_ L 12, ACCORD P. Marchal.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 20,Archives séminaires d’été,VANDERMERSCH Bernard,16/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0602_L20_BVD.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
DISCUSSION DE LA LEÇON 17,Archives séminaires d’été,,16/07/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL Discussion L 17, M. Marey Semper, .pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
DISCUSSION DE LA LEÇON 16,Archives séminaires d’été,,16/07/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL DISCUSSION L 16, T. Pitavy 05_05_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
DISCUSSION DES LEÇONS  14 ET 15,Archives séminaires d’été,,16/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0421_Discussion LeÃ§ons 14 et 15.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
DISCUSSION DE LA LEÇON 11,Archives séminaires d’été,,16/07/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL Discussion L 11, V. Hasenbalg 04_02_2020 (2).pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 11,Archives séminaires d’été,HASENBALG-CORABIANU Virginia Alicia,16/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_02004_L 11 V HASENBALG .pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
Conférence d'Angela Jesuino : L’identité comme fétiche ? (23/06/2020 en transcription ),Le Grand Séminaire,JESUINO Angela,15/07/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Grand sÃ©minaire ALI site.pdf,Grand Séminaire de l'ALI - La perversion ou quoi ?,En transcription,Grand Séminaire de l'ALI
Programme du Séminaire d'Été 2020- L'Éthique de la psychanalyse,Archives séminaires d’été,,25/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\ALI_seminaire-ete2020_newsletter_25-06-20_HD.pdf,,,Séminaire d'Été
OUVERTURE DES INSCRIPTIONS AU COLLÈGE DE L'ALI,Le collège de l'ALI,LANDMAN Claude,23/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\INSCRIPTIONS RENTRÃ‰E 2020-2021-2.pdf,Le collège de l'ALI,,
Conférence de Pascale Bélot-Fourcade La délinquance au féminin : hystérie et/ou injonction sociale ? (28/04/2020 en transcription),Le Grand Séminaire,BÉLOT FOURCADE Pascale,15/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_00428_La dÃ©linquance au fÃ©minin_GS_PBF.pdf,Grand Séminaire de l'ALI - La perversion ou quoi ?,En transcription,Grand Séminaire de l'ALI
"L'etica della psicanalisi - Giornata di preparazione di ALI in Italia al seminario dell’anno Con la partecipazione di Pierre-Christophe Cathelineau, Marc Darmon et Thatyana Pitavy",Le Grand Séminaire,,19/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\ALI_IT_etica.pdf,,,
CARTELS DE L'ALI - Journée samedi 12 septembre 2020,Archives journées des cartels,"LAZNIK Marie-Christine,PITAVY Thatyana",11/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\12 septembre 2020.pdf,,,Les cartels de l'ALI
Journée inter-régionale de préparation au Séminaire d'Été 2020,Archives séminaires d’été,"DELANNOY Annie,NOIRJEAN Cyrille,MEIGNIN Laurence",11/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0620_JourneÌ,,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 18,Archives séminaires d’été,CATHELINEAU Pierre-Christophe,09/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL ACCORD TXT P.-C. Cathelineau LecÌ§on XVIII 19_05_2020 (1).pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
« Petites notes estudiantines »,Notes de lecture,CHASSAING Jean-Louis,08/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Petites notes sur %22 le Principe de jouissance %22.pdf,,,Notes de lecture
Conférence de Jean-Paul Beaumont : L’éthique du pervers (26/05/2020 - en transcription),Le Grand Séminaire,BEAUMONT Jean-Paul,02/06/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L'Ã‰thique du pervers.pdf,Grand Séminaire de l'ALI - La perversion ou quoi ?,En transcription,Grand Séminaire de l'ALI
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 17,Le Grand Séminaire,Marey-semper Mathilde,28/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL, L 17, ACCORD M. MAREY SEMPER, 05 07 2020 relu (1).pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
"Un scientifique, un littéraire, la peste et la covid-19",Divers,LEVY-LEBLOND Jean-Marc,28/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\JMLL_Flaubert et le coronavirus.pdf,,,Billets d'actualité
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 14,Divers,JEJCIC Marie,28/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL L 14, ACCORD M. JEJCIC 21_04_2020 corrigeÌ",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 17,Divers,Marey-semper Mathilde,28/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL, L 17, ACCORD M. MAREY SEMPER, 05 07 2020 relu.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 16,Divers,PITAVY Thatyana,25/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL L 16 TXT ACCORD T. PITAVY  05_05_2020.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 15,Divers,MASSAT Alice,25/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL L 15  ACCORD A. Massat 21042020.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
DISCUSSION DE LA LEÇON 13,Divers,,25/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL Discussion leÃ§on 13, 03_03_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 13 (version française),Divers,BALL Terry,25/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL L13  accord Terry Ball en franÃ§ais-v-tb-16.5.20.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 13 (en anglais),Divers,BALL Terry,25/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL, L 13 Terry Ball, english-v-tb-16.5.20.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
UN NŒUD BORROMÉEN NE PEUT AVOIR PLUS DE DEUX CERCLES GÉOMÉTRIQUES,Divers,"ANTÓN Ataúlfo,MAJSTER Nathanaël",19/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Article_NEBO3.pdf,,,Billets d'actualité
Evènement et choc du réel.,Divers,DUET Daniel,12/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\EveÌ€nement et choc du reÌ,,,Actualités des travaux de l'ALI
Evangélicos: qual futuro para essa ilusão?,Cycles de conférence,JESUINO Angela,12/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Evangelistas.relu 2docx.pdf,Retour de bâton ?,,Cartel franco-brésilien de la psychanalyse
« L’anathomie » c’est le destin ?,Cycles de conférence,ISSACHAR Thierry-Auguste,07/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L'anathomie c'est le destin 2eÌ€me version (2).pdf,,,Actualités des travaux de l'ALI
"NOTE DE LECTURE   « RÉEL DE LA SCIENCE, RÉEL DE LA PSYCHANALYSE »",Notes de lecture,CLAVEIROLE Paul,07/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\RÃ©el de la science, RÃ©el de la psychanalyse (2) (P Claveirole).pdf",,,Notes de lecture
DISCUSSION DE LA LEÇON 7,Notes de lecture,MAUCADE Julien,06/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL discussion leÃ§on 7 J MAUCADE 7_01_2020.pdf,,,
DISCUSSION DE LA LEÇON 8,Notes de lecture,LE COAT-KREISSIG Patricia,06/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL discussion L8 P LE COAT 7_01_2020.pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
Une découverte archéologique récente et ses implications,Notes de lecture,MAJSTER Nathanaël,06/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Une dÃ©couverte archÃ©ologique rÃ©cente et ses implications.pdf,,,Actualités des travaux de l'ALI
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 9 ET LEÇON 10,Notes de lecture,"CHEMAMA Roland,VANDERMERSCH Bernard",06/05/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL, 3 ACCORDS L 9, RC, L 10 BVD, CLD, 21_01_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,
"TABLE RONDE SUR LA RÉSOLUTION DU TRANSFERT - AVEC CHARLES MELMAN, CLAUDE LANDMAN, FRANÇOISE GOROG, ANNE JOOS, ETIENNE OLDENHOVE.",Notes de lecture,,05/05/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.20200126.findelacure(revu)(1).pdf,Dossier retour sur le Séminaire d'Hiver 2020,,
Je suis Enzo,Notes de lecture,LENOIR Olivier,30/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Je suis Enzo - avril 2020.pdf,,,Actualités des travaux de l'ALI
Une découverte archéologique récente et ses implications,Notes de lecture,MAJSTER Nathanaël,29/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Une deÌ,,,Actualités des travaux de l'ALI
L’épidémie d’une névrose obsessionnelle réactionnelle partagée,Divers,DIMITRIADIS Yorgos,27/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Ali Yorgos Dimitriadis.pdf,,,Billets d'actualité
Conférence de Jean-Luc Cacciali : Perversion…ou addiction ?  (25/02/2020 en transcription),Le Grand Séminaire,CACCIALI Jean-Luc,21/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020 02 25 Perversion ou ... addiction_ JL Cacciali (5).pdf,Grand Séminaire de l'ALI - La perversion ou quoi ?,En transcription,Grand Séminaire de l'ALI
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 6,Archives séminaires d’été,BEAUMONT Jean-Paul,20/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\ExposÃ© sur le Chapitre VI (3).pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 9 ET LEÇON 10,Archives séminaires d’été,"CHEMAMA Roland,VANDERMERSCH Bernard",20/04/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL, ACCORDS L 9, RC, L 10 BVD, 21_01_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
Programme de la semaine du 20 avril des enseignements de l'ALI diffusés par Zoom.,Archives séminaires d’été,,17/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0417_Programme Semaine du 20042020_ZOOM.pdf,,,
L’enfance de l’art : entre Éros et Thanatos,Divers,THIAUDE Muriel,16/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L'enfance de l'art entre EÌ,,,Billets d'actualité
SÉMINAIRE DE CHARLES MELMAN  : ARCHÉLOGIE (10/03/2020 - EN TRANSCRIPTION),Rue des archives => séminaires,MELMAN Charles,,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.ArcheÌ,Séminaire de Charles Melman : Archélogie,En transcription,Séminaire de Charles Melman
"Le con-qui-ment, une expérience de l’Unheimlich",Divers,NIMYLOWYCZ Jean,10/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Le con-qui-ment.pdf,,,Billets d'actualité
Poursuite des enseignements de l’ALI : lettre du président,Collège des enseignements,BEAUMONT Jean-Paul,09/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\LP report Dublin Zoom .pdf,,,Enseignements
LE LAPSUS SE SERT-IL TOUJOURS DE LA LETTRE ?,Divers,VANDERMERSCH Bernard,06/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0406_GIP Vandermersch.pdf,Billets d'actualité,,Actualités des travaux de l'ALI
L’analyse n’est pas une conversation,Divers,DANA Guy,06/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L'analyse n'est pas une conversation.pdf,,,Billets d'actualité
L’immonde coronavirus,Divers,LEBRUN Jean-Pierre,06/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Texte JP LEBRUN .pdf,,,Billets d'actualité
Premières réflexions,Divers,FLORENTIN Thierry,06/04/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\premiÃ¨res rÃ©flexions.pdf,,,Billets d'actualité
Évangélistes : quel avenir pour cette illusion ? (04/03/2020),Cycles de conférence,JESUINO Angela,31/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0304_MAL_JESUINO.pdf,Cartel Franco Brésilien de Psychanalyse,,
SÉMINAIRE DE CHARLES MELMAN  : ARCHÉLOGIE (14/01/2020),Rue des archives => séminaires,MELMAN Charles,30/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.ArchÃ©logie3.20200114(relu) copie.pdf,Séminaire de Charles Melman : Archélogie,En transcription,Séminaire de Charles Melman
Cartel sur la fin de la cure,Archives journées des cartels,THIAUDE Muriel,24/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Fin de cure _ Muriel Thiaude.pdf,LES CARTELS DE L'ALI,Retour de cartels,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 8,Archives séminaires d’été,LE COAT-KREISSIG Patricia,24/03/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L 8, FINAL, TXT PLC, accord PLC, 07_01_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,Dossier de préparation,Séminaire d'Été
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 7,Archives séminaires d’hiver,MAUCADE Julien,24/03/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\LeÃ§on 7 FINAL TXT JM, accord JM, 07_01_2020.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'hiver
Le mot « civilisation » sera-t-il toujours synonyme de « malaise » ?,Cycles de conférence,CHEMAMA Roland,23/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2020_0205_MAL_R.CHEMAMA.pdf,Retour de bâton ?,,Cartel franco-brésilien de la psychanalyse
De retour de Rio,Cycles de conférence,JOOS DE TER BEERST Anne,20/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\De retour de RIO - Anne Joos.pdf,La temporalité de l'après coup: retour sur les journées de Rio de septembre 2019,,
"De retour de Rio - Quelques contextualisations historiques, institutionnelles et sémantiques d’abord",Cycles de conférence,JAMART Claude,20/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\De retour de Rio - Claude Jamart.pdf,La temporalité de l'après coup: retour sur les journées de Rio de septembre 2019,,
De retour de Rio - Éloge de la représentation,Cycles de conférence,ESTENNE MARC,20/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\De retour de Rio-Marc Estenne.pdf,La temporalité de l'après coup: retour sur les journées de Rio de septembre 2019,,
Corps et Finitude,Cycles de conférence,CASTRO Juliana,20/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Corps et finitude Juliana Castro.pdf,La temporalité de l'après coup: retour sur les journées de Rio de septembre 2019,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 5,Archives séminaires d’été,NUSINOVICI Valentin,16/03/2020,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\MARDI 4, L 5,  FINAL,  accord VN, 03_12_19 (2).pdf",,Dossier de préparation,Séminaire d'Été
"Table ronde sur La résolution du transfert - Avec Charles Melman, Claude Landman, Françoise Gorog, Anne Joos, Etienne Oldenhove.",Archives séminaires d’hiver,,16/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.20200126.SÃ©md'hiver.findelacure.pdf,Dossier retour sur le Séminaire d'Hiver 2020,,Séminaire d'hiver
L'incurable,Archives séminaires d’hiver,BRUNO Pierre,16/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\L'incurable.pdf,Dossier retour sur le Séminaire d'Hiver 2020,,Séminaire d'hiver
À-tout(e) fin inutile,Archives séminaires d’hiver,DURA TEA Christine,16/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\A TOUTE FIN INUTILE ok fin(1).pdf,Dossier retour sur le Séminaire d'Hiver 2020,,Séminaire d'hiver
Après la fin ?,Archives séminaires d’hiver,ROTH Thierry,16/03/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\AprÃ¨s la fin_Thierry Roth.pdf,Dossier retour sur le Séminaire d'Hiver 2020,,Séminaire d'hiver
INFORMATIONS PRATIQUES - CONGRÈS INTERNATIONAL À DUBLIN,Archives séminaires d’hiver,,,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\INFORMATIONS PRATIQUES .pdf,,,
Le marché de l'identité,Archives séminaires d’hiver,COLLECTIF,23/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\le marchÃ© de l'identitÃ© def.pdf,,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ 2020 - L'ÉTHIQUE DE LA PSYCHANALISE (1959-1960) - LEÇON 4,Archives séminaires d’été,LAZNIK Marie-Christine,16/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\MARDI 3 FINAL  ACCORD MCL LeÃ§on 4 du 051 12019 .pdf,Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,Dossier de préparation,Séminaire d'Été
Désir et Jouissances,Archives séminaires d’été,DE SAINT-JUST Jean-Luc,14/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\D&Js jlsj le 30 11 19.pdf,,,Actualités des travaux de l'ALI
Présentation de la journée Kant avec Sade,Archives séminaires d’été,BEAUMONT Jean-Paul,13/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\prÃ©sentation de Kant avec Sade rla.pdf,,,
SÉMINAIRE DE CHARLES MELMAN : ARCHÉLOGIE (12/11/2019),Rue des archives => séminaires,MELMAN Charles,10/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.ArchÃ©logie(2)20191112.pdf,Séminaire de Charles Melman : Archélogie,En transcription,Séminaire de Charles Melman
Note de lecture « Mais qu’est-ce que c’est donc un Noir ? » de Jeanne Wiltord,Notes de lecture,MALFAIT Anne,08/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Note de lecture Jeanne Wiltord.pdf,,,Notes de lecture
,Notes de lecture,,,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\S6 LANG 4 Laerte  (2).pdf,,,
UN SINGULIER PERSONNAGE,Le collège de l'ALI,LANG Patricia,07/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\S6 LANG 4 Laerte .pdf,Le collège de l'ALI,,
SÉMINAIRE DE CHARLES MELMAN : ARCHÉLOGIE (08/10/2019),Rue des archives => séminaires,Charles MELMAN,07/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\CM.ArchÃ©logie(1).20191008.pdf,Séminaire de Charles Melman : Archélogie,En transcription,Séminaire de Charles Melman
Le retour de bâton : une réponse à quoi ?,Cycles de conférence,Pierre-Christophe CATHELINEAU,06/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\PCC Le retour de bÃ¢ton  (2) (3).pdf,Retour de bâton ?,,Cartel franco-brésilien de la psychanalyse
Programme du séminaire de préparation au Séminaire d’Été,Cycles de conférence,,02/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2019_1216_Programme du sÃ©minaire de prÃ©paration au sÃ©minaireÃ‰tÃ©2020.pdf,,,
Bâton de réglisse,Cycles de conférence,Bernard VANDERMERSCH,02/01/2020,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2019-12-04 BÃ¢ton de RÃ©glisse MAL.pdf,Retour de bâton ?,,Cartel franco-brésilien de la psychanalyse
"Lecture du séminaire VII de , L’éthique de la psychanalyse, de Jacques Lacan",Archives journées des cartels,,19/12/2019,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2019_1219_Fiche cartel_ISSAACHAR.pdf,,Les cartels,Les cartels de l'ALI
« Jouissance et seconde mort : les apories de l’impératif sadien »,Archives journées des cartels,TELLERMANN Esther,17/12/2019,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\Kant avec Sade  doc  8- Esther Tellermann.pdf,,,
SÉMINAIRE DE PRÉPARATION AU SÉMINAIRE D'ÉTÉ  2020 - L'ÉTHIQUE DE LA PSYCHANALYSE (1959-1960) - LEÇON 2 ET LEÇON 3,Archives séminaires d’été,"CATHELINEAU Pierre-Christophe,ROSSFELDER Jean-Pierre",16/12/2019,"G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\FINAL  L 2, accord P-C Cathelineau, L3 accord J-P Rossfelder  du 15102019.pdf",Préparation au séminaire d'été 2020 - L'Éthique de la psychanalyse,,Séminaire d'Été
"Pour une clinique des groupes, à partir de Lacan.",Archives séminaires d’été,DUVEAU Jean-René,12/12/2019,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\clinique de groupe_11122019_DUVEAU.pdf,,,
